Element	Gene	Ensembl	Element_type	Category	MoF	Tissue
gc19_pc.cds::gencode::UPF3B::ENSG00000125351.6	UPF3B	ENSG00000125351.6	cds	prior_unique	LoF	PANCANCER
gc19_pc.cds::gencode::USP6::ENSG00000129204.12	USP6	ENSG00000129204.12	cds	prior_unique	Act	PANCANCER
gc19_pc.cds::gencode::VIM::ENSG00000026025.9	VIM	ENSG00000026025.9	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::WAS::ENSG00000015285.6	WAS	ENSG00000015285.6	cds	prior_unique	LoF	Lymph-NOS
gc19_pc.cds::gencode::WASF3::ENSG00000132970.8	WASF3	ENSG00000132970.8	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::WHSC1::ENSG00000109685.13	WHSC1	ENSG00000109685.13	cds	prior_unique	Act	Head-SCC
gc19_pc.cds::gencode::WHSC1L1::ENSG00000147548.12	WHSC1L1	ENSG00000147548.12	cds	prior_unique	Act	Kidney-RCC;Prost-AdenoCA
gc19_pc.cds::gencode::WIPF1::ENSG00000115935.12	WIPF1	ENSG00000115935.12	cds	prior_unique	Act	PANCANCER
gc19_pc.cds::gencode::WNK1::ENSG00000060237.12	WNK1	ENSG00000060237.12	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::WNT5A::ENSG00000114251.9	WNT5A	ENSG00000114251.9	cds	prior_unique	Act	Prost-AdenoCA
gc19_pc.cds::gencode::WRAP53::ENSG00000141499.12	WRAP53	ENSG00000141499.12	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::WRN::ENSG00000165392.5	WRN	ENSG00000165392.5	cds	prior_unique	LoF	Bone-Osteosarc;PANCANCER
gc19_pc.cds::gencode::WT1::ENSG00000184937.8	WT1	ENSG00000184937.8	cds	prior_unique	LoF	Eso-AdenoCa;Myeloid-AML;PANCANCER
gc19_pc.cds::gencode::WWOX::ENSG00000186153.12	WWOX	ENSG00000186153.12	cds	prior_unique	LoF	Eso-AdenoCa
gc19_pc.cds::gencode::XPA::ENSG00000136936.6	XPA	ENSG00000136936.6	cds	prior_unique	LoF	PANCANCER;Skin-Melanoma
gc19_pc.cds::gencode::XPC::ENSG00000154767.10	XPC	ENSG00000154767.10	cds	prior_unique	LoF	PANCANCER;Skin-Melanoma
gc19_pc.cds::gencode::XPO1::ENSG00000082898.12	XPO1	ENSG00000082898.12	cds	prior_unique	Act	Lymph-CLL
gc19_pc.cds::gencode::XRCC2::ENSG00000196584.2	XRCC2	ENSG00000196584.2	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::XRN1::ENSG00000114127.6	XRN1	ENSG00000114127.6	cds	prior_unique	LoF	Skin-Melanoma
gc19_pc.cds::gencode::YBX1::ENSG00000065978.13	YBX1	ENSG00000065978.13	cds	prior_unique	Act	PANCANCER
gc19_pc.cds::gencode::ZC3H11A::ENSG00000058673.11	ZC3H11A	ENSG00000058673.11	cds	prior_unique	ambiguous	Eso-AdenoCa;PANCANCER
gc19_pc.cds::gencode::ZFHX3::ENSG00000140836.10	ZFHX3	ENSG00000140836.10	cds	prior_unique	LoF	Prost-AdenoCA;Uterus-AdenoCA
gc19_pc.cds::gencode::ZFP36L1::ENSG00000185650.8	ZFP36L1	ENSG00000185650.8	cds	prior_unique	LoF	Breast-AdenoCa;Breast-DCIS;Breast-LobularCa
gc19_pc.cds::gencode::ZMYM2::ENSG00000121741.12	ZMYM2	ENSG00000121741.12	cds	prior_unique	Act	PANCANCER;Uterus-AdenoCA
gc19_pc.cds::gencode::ZNF638::ENSG00000075292.14	ZNF638	ENSG00000075292.14	cds	prior_unique	ambiguous	PANCANCER
gc19_pc.cds::gencode::ZNF750::ENSG00000141579.6	ZNF750	ENSG00000141579.6	cds	prior_unique	LoF	Cervix-AdenoCA;Cervix-SCC;Head-SCC
gc19_pc.cds::gencode::ZNF814::ENSG00000204514.5	ZNF814	ENSG00000204514.5	cds	prior_unique	Act	CNS-GBM;Eso-AdenoCa;Kidney-RCC;PANCANCER;Prost-AdenoCA
gc19_pc.cds::gencode::ZNRF3::ENSG00000183579.11	ZNRF3	ENSG00000183579.11	cds	prior_unique	LoF	ColoRect-AdenoCA
gc19_pc.cds::gencode::ZRSR2::ENSG00000169249.8	ZRSR2	ENSG00000169249.8	cds	prior_unique	LoF	Lymph-CLL;Myeloid-MDS
gc19_pc.cds::gencode::TMEM30A::ENSG00000112697.11	TMEM30A	ENSG00000112697.11	cds	discovery_unique	LoF	Lymph-BNHL
gc19_pc.cds::gencode::PLK1::ENSG00000166851.10	PLK1	ENSG00000166851.10	cds	discovery_unique	unknown	Stomach-AdenoCA
gc19_pc.cds::gencode::PA2G4::ENSG00000170515.9	PA2G4	ENSG00000170515.9	cds	discovery_unique	unknown	Head-SCC
gc19_pc.cds::gencode::SRSF7::ENSG00000115875.14	SRSF7	ENSG00000115875.14	cds	discovery_unique	unknown	Lymph-BNHL
gc19_pc.cds::gencode::CAMK1::ENSG00000134072.6	CAMK1	ENSG00000134072.6	cds	discovery_unique	unknown	Liver-HCC
gc19_pc.cds::gencode::TMSB4X::ENSG00000205542.6	TMSB4X	ENSG00000205542.6	cds	discovery_unique	LoF	Lymph-BNHL
gc19_pc.cds::gencode::KLHL6::ENSG00000172578.7	KLHL6	ENSG00000172578.7	cds	discovery_unique	unknown	Lymph-BNHL
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	RRAGC	ENSG00000116954.7	cds	discovery_unique	Act	Lymph-BNHL
gc19_pc.cds::gencode::GRB2::ENSG00000177885.9	GRB2	ENSG00000177885.9	cds	discovery_unique	unknown	Lymph-BNHL
gc19_pc.cds::gencode::DYRK1A::ENSG00000157540.15	DYRK1A	ENSG00000157540.15	cds	discovery_unique	unknown	Liver-HCC
gc19_pc.cds::gencode::CTC-512J12.6::ENSG00000267173.1	CTC-512J12.6	ENSG00000267173.1	cds	discovery_unique	unknown	meta_Lung;meta_Squamous
gc19_pc.cds::gencode::DYNC1I1::ENSG00000158560.10	DYNC1I1	ENSG00000158560.10	cds	discovery_unique	unknown	Panc-Endocrine
gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9	PRKCD	ENSG00000163932.9	cds	discovery_unique	unknown	Lymph-BNHL
gc19_pc.cds::gencode::RIPK4::ENSG00000183421.7	RIPK4	ENSG00000183421.7	cds	discovery_unique	unknown	Panc-AdenoCA
gc19_pc.cds::gencode::RELA::ENSG00000173039.14	RELA	ENSG00000173039.14	cds	discovery_unique	unknown	Stomach-AdenoCA
gc19_pc.cds::gencode::DNMT3A::ENSG00000119772.12	DNMT3A	ENSG00000119772.12	cds	both	LoF	Myeloid-MPN
gc19_pc.cds::gencode::RPS6KA3::ENSG00000177189.8	RPS6KA3	ENSG00000177189.8	cds	both	unknown	Liver-HCC
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	EGFR	ENSG00000146648.11	cds	both	Act	CNS-GBM;PANCANCER
gc19_pc.cds::gencode::IRF4::ENSG00000137265.10	IRF4	ENSG00000137265.10	cds	both	ambiguous	Lymph-CLL
gc19_pc.cds::gencode::ALB::ENSG00000163631.12	ALB	ENSG00000163631.12	cds	both	LoF	Liver-HCC;PANCANCER
gc19_pc.cds::gencode::SOX9::ENSG00000125398.5	SOX9	ENSG00000125398.5	cds	both	LoF	ColoRect-AdenoCA
gc19_pc.cds::gencode::KDM5C::ENSG00000126012.7	KDM5C	ENSG00000126012.7	cds	both	LoF	Kidney-RCC;PANCANCER
gc19_pc.cds::gencode::BAX::ENSG00000087088.15	BAX	ENSG00000087088.15	cds	both	LoF	meta_Carcinoma
gc19_pc.cds::gencode::PRKAR1A::ENSG00000108946.10	PRKAR1A	ENSG00000108946.10	cds	both	LoF	CNS-Medullo
gc19_pc.cds::gencode::TET2::ENSG00000168769.8	TET2	ENSG00000168769.8	cds	both	LoF	Myeloid-MPN
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	CTNNB1	ENSG00000168036.12	cds	both	Act	ColoRect-AdenoCA;Liver-HCC;PANCANCER;Stomach-AdenoCA;Uterus-AdenoCA
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12	GNAI2	ENSG00000114353.12	cds	both	ambiguous	Lymph-BNHL
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5	RPL22	ENSG00000116251.5	cds	both	Act	Liver-HCC;PANCANCER
gc19_pc.cds::gencode::RHOA::ENSG00000067560.6	RHOA	ENSG00000067560.6	cds	both	Act	Lymph-BNHL
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	IDH1	ENSG00000138413.9	cds	both	Act	CNS-GBM;PANCANCER
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	CBFB	ENSG00000067955.9	cds	both	Act	Breast-AdenoCa;PANCANCER
gc19_pc.cds::gencode::BRPF1::ENSG00000156983.11	BRPF1	ENSG00000156983.11	cds	both	unknown	CNS-Medullo
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	PBRM1	ENSG00000163939.14	cds	both	LoF	Kidney-RCC;PANCANCER
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	CDKN2A	ENSG00000147889.12	cds	both	LoF	Eso-AdenoCa;Head-SCC;Lung-SCC;PANCANCER;Panc-AdenoCA;Skin-Melanoma
gc19_pc.cds::gencode::BCOR::ENSG00000183337.12	BCOR	ENSG00000183337.12	cds	both	LoF	meta_CNS
gc19_pc.cds::gencode::MTOR::ENSG00000198793.8	MTOR	ENSG00000198793.8	cds	both	Act	Kidney-RCC
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	ARID1A	ENSG00000117713.13	cds	both	LoF	Bladder-TCC;Eso-AdenoCa;Liver-HCC;PANCANCER;Panc-AdenoCA;Stomach-AdenoCA;Uterus-AdenoCA;Biliary-AdenoCA;Lymph-BNHL
gc19_pc.cds::gencode::FOXA1::ENSG00000129514.4	FOXA1	ENSG00000129514.4	cds	both	LoF	Prost-AdenoCA;PANCANCER
gc19_pc.cds::gencode::PTPN11::ENSG00000179295.11	PTPN11	ENSG00000179295.11	cds	both	Act	meta_CNS;meta_Glioma
gc19_pc.cds::gencode::SETDB1::ENSG00000143379.8	SETDB1	ENSG00000143379.8	cds	both	Act	Liver-HCC
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5	DDX3X	ENSG00000215301.5	cds	both	LoF	CNS-Medullo;PANCANCER;Lymph-BNHL
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	SF3B1	ENSG00000115524.11	cds	both	Act	Lymph-CLL;PANCANCER
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5	CARD11	ENSG00000198286.5	cds	both	Act	Lymph-BNHL
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	SMAD4	ENSG00000141646.9	cds	both	LoF	ColoRect-AdenoCA;Eso-AdenoCa;PANCANCER;Panc-AdenoCA;Stomach-AdenoCA;Biliary-AdenoCA;Breast-AdenoCa
gc19_pc.cds::gencode::CDK12::ENSG00000167258.9	CDK12	ENSG00000167258.9	cds	both	LoF	Ovary-AdenoCA
gc19_pc.cds::gencode::NCOR1::ENSG00000141027.16	NCOR1	ENSG00000141027.16	cds	both	LoF	meta_Breast
gc19_pc.cds::gencode::LATS1::ENSG00000131023.8	LATS1	ENSG00000131023.8	cds	both	unknown	Ovary-AdenoCA
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	RB1	ENSG00000139687.9	cds	both	LoF	Bladder-TCC;CNS-GBM;Liver-HCC;PANCANCER;Ovary-AdenoCA;Bone-Osteosarc
gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	CREBBP	ENSG00000005339.8	cds	both	LoF	Lymph-BNHL;Lung-SCC
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5	GNA13	ENSG00000120063.5	cds	both	LoF	Lymph-BNHL
gc19_pc.cds::gencode::TCF4::ENSG00000196628.9	TCF4	ENSG00000196628.9	cds	both	Act	CNS-Medullo
gc19_pc.cds::gencode::MEF2B::ENSG00000213999.11	MEF2B	ENSG00000213999.11	cds	both	unknown	Lymph-BNHL
gc19_pc.cds::gencode::CTCF::ENSG00000102974.10	CTCF	ENSG00000102974.10	cds	both	LoF	Breast-AdenoCa
gc19_pc.cds::gencode::HNF4A::ENSG00000101076.12	HNF4A	ENSG00000101076.12	cds	both	unknown	Liver-HCC
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	B2M	ENSG00000166710.13	cds	both	LoF	PANCANCER;ColoRect-AdenoCA;Lymph-BNHL
gc19_pc.cds::gencode::STK11::ENSG00000118046.10	STK11	ENSG00000118046.10	cds	both	LoF	Lung-AdenoCA
gc19_pc.cds::gencode::EEF1A1::ENSG00000156508.13	EEF1A1	ENSG00000156508.13	cds	both	LoF	Liver-HCC
gc19_pc.cds::gencode::TBX3::ENSG00000135111.10	TBX3	ENSG00000135111.10	cds	both	LoF	meta_Adenocarcinoma
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	BRAF	ENSG00000157764.8	cds	both	Act	CNS-PiloAstro;Lymph-CLL;PANCANCER;Skin-Melanoma;Thy-AdenoCA
gc19_pc.cds::gencode::APOB::ENSG00000084674.9	APOB	ENSG00000084674.9	cds	both	unknown	Liver-HCC
gc19_pc.cds::gencode::H3F3A::ENSG00000163041.5	H3F3A	ENSG00000163041.5	cds	both	Act	meta_Sarcoma
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	EZH2	ENSG00000106462.6	cds	both	LoF	Lymph-BNHL
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	KMT2D	ENSG00000167548.10	cds	both	LoF	CNS-Medullo;Lung-SCC;Lymph-BNHL;PANCANCER
gc19_pc.cds::gencode::BRD7::ENSG00000166164.11	BRD7	ENSG00000166164.11	cds	both	LoF	Liver-HCC
gc19_pc.cds::gencode::MCL1::ENSG00000143384.8	MCL1	ENSG00000143384.8	cds	both	unknown	meta_Hematopoietic_system;meta_Lymphatic_system
gc19_pc.cds::gencode::AKT1::ENSG00000142208.11	AKT1	ENSG00000142208.11	cds	both	Act	Breast-AdenoCa
gc19_pc.cds::gencode::LDB1::ENSG00000198728.6	LDB1	ENSG00000198728.6	cds	both	unknown	CNS-Medullo
gc19_pc.cds::gencode::ATM::ENSG00000149311.13	ATM	ENSG00000149311.13	cds	both	LoF	Lymph-CLL;PANCANCER
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15	FBXO11	ENSG00000138081.15	cds	both	LoF	Lymph-BNHL
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	NRAS	ENSG00000213281.4	cds	both	Act	ColoRect-AdenoCA;PANCANCER;Skin-Melanoma
gc19_pc.cds::gencode::MAP2K7::ENSG00000076984.13	MAP2K7	ENSG00000076984.13	cds	both	unknown	Eso-AdenoCa;PANCANCER
gc19_pc.cds::gencode::NF1::ENSG00000196712.12	NF1	ENSG00000196712.12	cds	both	LoF	PANCANCER;Skin-Melanoma;CNS-PiloAstro
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13	TGFBR2	ENSG00000163513.13	cds	both	LoF	PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::ACVR1B::ENSG00000135503.8	ACVR1B	ENSG00000135503.8	cds	both	LoF	PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::HLA-A::ENSG00000206503.7	HLA-A	ENSG00000206503.7	cds	both	ambiguous	PANCANCER
gc19_pc.cds::gencode::TBR1::ENSG00000136535.10	TBR1	ENSG00000136535.10	cds	both	unknown	CNS-Medullo
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	CDH1	ENSG00000039068.14	cds	both	LoF	Breast-AdenoCa;PANCANCER
gc19_pc.cds::gencode::U2AF1::ENSG00000160201.7	U2AF1	ENSG00000160201.7	cds	both	Act	PANCANCER
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9	CDKN1A	ENSG00000124762.9	cds	both	LoF	Bladder-TCC;PANCANCER;Liver-HCC
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	FGFR1	ENSG00000077782.15	cds	both	Act	CNS-PiloAstro
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8	RNF43	ENSG00000108375.8	cds	both	LoF	PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	SPOP	ENSG00000121067.13	cds	both	Act	PANCANCER;Prost-AdenoCA
gc19_pc.cds::gencode::SMARCB1::ENSG00000099956.13	SMARCB1	ENSG00000099956.13	cds	both	LoF	meta_Carcinoma
gc19_pc.cds::gencode::KMT2C::ENSG00000055609.13	KMT2C	ENSG00000055609.13	cds	both	LoF	CNS-Medullo;PANCANCER
gc19_pc.cds::gencode::PTCH1::ENSG00000185920.11	PTCH1	ENSG00000185920.11	cds	both	LoF	CNS-Medullo;PANCANCER
gc19_pc.cds::gencode::DAXX::ENSG00000204209.6	DAXX	ENSG00000204209.6	cds	both	LoF	Panc-Endocrine
gc19_pc.cds::gencode::SMO::ENSG00000128602.5	SMO	ENSG00000128602.5	cds	both	Act	CNS-Medullo
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	NFE2L2	ENSG00000116044.11	cds	both	Act	Liver-HCC;Lung-SCC;PANCANCER
gc19_pc.cds::gencode::PHF6::ENSG00000156531.12	PHF6	ENSG00000156531.12	cds	both	LoF	meta_Hematopoietic_system
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	VHL	ENSG00000134086.7	cds	both	LoF	Kidney-RCC;PANCANCER
gc19_pc.cds::gencode::ATRX::ENSG00000085224.16	ATRX	ENSG00000085224.16	cds	both	LoF	Panc-Endocrine
gc19_pc.cds::gencode::CDKN1B::ENSG00000111276.6	CDKN1B	ENSG00000111276.6	cds	both	LoF	PANCANCER
gc19_pc.cds::gencode::EPHA2::ENSG00000142627.9	EPHA2	ENSG00000142627.9	cds	both	LoF	PANCANCER
gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	IDH2	ENSG00000182054.5	cds	both	Act	meta_Myeloid
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	NOTCH1	ENSG00000148400.9	cds	both	Act	Head-SCC;Lung-SCC;PANCANCER
gc19_pc.cds::gencode::RBM10::ENSG00000182872.11	RBM10	ENSG00000182872.11	cds	both	LoF	Lung-AdenoCA;PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	FBXW7	ENSG00000109670.9	cds	both	LoF	CNS-Medullo;ColoRect-AdenoCA;PANCANCER;Uterus-AdenoCA
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13	ARHGAP35	ENSG00000160007.13	cds	both	LoF	PANCANCER;Uterus-AdenoCA
gc19_pc.cds::gencode::KDM6A::ENSG00000147050.10	KDM6A	ENSG00000147050.10	cds	both	LoF	Bladder-TCC;CNS-Medullo;PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5	ZFP36L2	ENSG00000152518.5	cds	both	LoF	PANCANCER;ColoRect-AdenoCA;Panc-AdenoCA
gc19_pc.cds::gencode::PIK3R1::ENSG00000145675.10	PIK3R1	ENSG00000145675.10	cds	both	LoF	PANCANCER;Uterus-AdenoCA
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	MAP2K4	ENSG00000065559.10	cds	both	LoF	Breast-AdenoCa;PANCANCER;Panc-AdenoCA
gc19_pc.cds::gencode::RPL5::ENSG00000122406.8	RPL5	ENSG00000122406.8	cds	both	LoF	PANCANCER;Liver-HCC
gc19_pc.cds::gencode::CCND3::ENSG00000112576.8	CCND3	ENSG00000112576.8	cds	both	Act	Lymph-BNHL
gc19_pc.cds::gencode::AJUBA::ENSG00000129474.11	AJUBA	ENSG00000129474.11	cds	both	LoF	Head-SCC
gc19_pc.cds::gencode::MEN1::ENSG00000133895.10	MEN1	ENSG00000133895.10	cds	both	LoF	PANCANCER;Panc-Endocrine
gc19_pc.cds::gencode::NXF1::ENSG00000162231.9	NXF1	ENSG00000162231.9	cds	both	LoF	Lymph-CLL
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	KEAP1	ENSG00000079999.9	cds	both	Act	Liver-HCC;Lung-AdenoCA;PANCANCER
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	AXIN1	ENSG00000103126.10	cds	both	LoF	Liver-HCC;PANCANCER
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	PIK3CA	ENSG00000121879.3	cds	both	Act	Breast-AdenoCa;CNS-Medullo;ColoRect-AdenoCA;Eso-AdenoCa;Head-SCC;Lung-SCC;PANCANCER;Stomach-AdenoCA;Uterus-AdenoCA
gc19_pc.cds::gencode::FAT1::ENSG00000083857.9	FAT1	ENSG00000083857.9	cds	both	LoF	meta_Squamous
gc19_pc.cds::gencode::STAT3::ENSG00000168610.10	STAT3	ENSG00000168610.10	cds	both	ambiguous	Lymph-BNHL
gc19_pc.cds::gencode::TSC1::ENSG00000165699.9	TSC1	ENSG00000165699.9	cds	both	LoF	meta_Carcinoma
gc19_pc.cds::gencode::HRAS::ENSG00000174775.12	HRAS	ENSG00000174775.12	cds	both	Act	Head-SCC;PANCANCER
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	ACVR2A	ENSG00000121989.10	cds	both	LoF	Liver-HCC;PANCANCER;Panc-AdenoCA;ColoRect-AdenoCA
gc19_pc.cds::gencode::STAT6::ENSG00000166888.6	STAT6	ENSG00000166888.6	cds	both	Act	Lymph-BNHL
gc19_pc.cds::gencode::TCF7L2::ENSG00000148737.11	TCF7L2	ENSG00000148737.11	cds	both	Act	ColoRect-AdenoCA
gc19_pc.cds::gencode::FGFR3::ENSG00000068078.13	FGFR3	ENSG00000068078.13	cds	both	Act	Bladder-TCC
gc19_pc.cds::gencode::EBF1::ENSG00000164330.12	EBF1	ENSG00000164330.12	cds	both	unknown	Lymph-BNHL
gc19_pc.cds::gencode::CIC::ENSG00000079432.3	CIC	ENSG00000079432.3	cds	both	LoF	meta_CNS;meta_Glioma
gc19_pc.cds::gencode::MAP3K1::ENSG00000095015.5	MAP3K1	ENSG00000095015.5	cds	both	LoF	Breast-AdenoCa;PANCANCER
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11	GATA3	ENSG00000107485.11	cds	both	LoF	Breast-AdenoCa;PANCANCER
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17	CASP8	ENSG00000064012.17	cds	both	LoF	Head-SCC;PANCANCER
gc19_pc.cds::gencode::GNAS::ENSG00000087460.19	GNAS	ENSG00000087460.19	cds	both	Act	Panc-AdenoCA
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	ARID2	ENSG00000189079.11	cds	both	LoF	Liver-HCC;PANCANCER
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	PTEN	ENSG00000171862.5	cds	both	LoF	Breast-AdenoCa;CNS-GBM;ColoRect-AdenoCA;Kidney-RCC;Liver-HCC;PANCANCER;Prost-AdenoCA;Skin-Melanoma;Uterus-AdenoCA;Biliary-AdenoCA;Eso-AdenoCa;Lymph-BNHL;Panc-Endocrine;Stomach-AdenoCA
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	SETD2	ENSG00000181555.15	cds	both	LoF	Kidney-RCC;PANCANCER;Panc-AdenoCA;Panc-Endocrine
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	TP53	ENSG00000141510.11	cds	both	LoF	Bladder-TCC;Breast-AdenoCa;CNS-GBM;ColoRect-AdenoCA;Eso-AdenoCa;Head-SCC;Kidney-ChRCC;Liver-HCC;Lung-AdenoCA;Lung-SCC;Lymph-CLL;PANCANCER;Ovary-AdenoCA;Panc-AdenoCA;Prost-AdenoCA;Skin-Melanoma;Stomach-AdenoCA;Uterus-AdenoCA;Biliary-AdenoCA;Bone-Leiomyo;Bone-Osteosarc;Lymph-BNHL
gc19_pc.cds::gencode::NFKBIE::ENSG00000146232.10	NFKBIE	ENSG00000146232.10	cds	both	ambiguous	Lymph-CLL;Lymph-BNHL
gc19_pc.cds::gencode::NOTCH2::ENSG00000134250.13	NOTCH2	ENSG00000134250.13	cds	both	Act	meta_Breast
gc19_pc.cds::gencode::ZNF292::ENSG00000188994.8	ZNF292	ENSG00000188994.8	cds	both	LoF	Lymph-CLL
gc19_pc.cds::gencode::ELF3::ENSG00000163435.11	ELF3	ENSG00000163435.11	cds	both	LoF	PANCANCER
gc19_pc.cds::gencode::KBTBD4::ENSG00000123444.9	KBTBD4	ENSG00000123444.9	cds	both	unknown	CNS-Medullo
gc19_pc.cds::gencode::SMAD2::ENSG00000175387.11	SMAD2	ENSG00000175387.11	cds	both	LoF	ColoRect-AdenoCA
gc19_pc.cds::gencode::APC::ENSG00000134982.12	APC	ENSG00000134982.12	cds	both	LoF	ColoRect-AdenoCA;PANCANCER;Eso-AdenoCa
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	MYD88	ENSG00000172936.8	cds	both	Act	Lymph-CLL;Lymph-BNHL
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	BAP1	ENSG00000163930.5	cds	both	LoF	Kidney-RCC;Liver-HCC;PANCANCER
gc19_pc.cds::gencode::HIST1H2AG::ENSG00000196787.2	HIST1H2AG	ENSG00000196787.2	cds	both	unknown	meta_Hematopoietic_system;meta_Lymphatic_system
gc19_pc.cds::gencode::BTG1::ENSG00000133639.3	BTG1	ENSG00000133639.3	cds	both	unknown	Lymph-BNHL
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	SMARCA4	ENSG00000127616.13	cds	both	LoF	CNS-Medullo;PANCANCER;Lymph-BNHL
gc19_pc.cds::gencode::FUBP1::ENSG00000162613.12	FUBP1	ENSG00000162613.12	cds	both	LoF	meta_CNS;meta_Glioma
gc19_pc.cds::gencode::CTDNEP1::ENSG00000175826.7	CTDNEP1	ENSG00000175826.7	cds	both	unknown	CNS-Medullo
gc19_pc.cds::gencode::HLA-B::ENSG00000234745.5	HLA-B	ENSG00000234745.5	cds	both	ambiguous	Lymph-BNHL
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	TBL1XR1	ENSG00000177565.11	cds	both	LoF	Lymph-BNHL
gc19_pc.cds::gencode::PPP2R1A::ENSG00000105568.13	PPP2R1A	ENSG00000105568.13	cds	both	Act	Uterus-AdenoCA
gc19_pc.cds::gencode::H3F3B::ENSG00000132475.4	H3F3B	ENSG00000132475.4	cds	both	ambiguous	meta_Sarcoma
gc19_pc.cds::gencode::RAC1::ENSG00000136238.13	RAC1	ENSG00000136238.13	cds	both	Act	Skin-Melanoma
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	KRAS	ENSG00000133703.7	cds	both	Act	ColoRect-AdenoCA;Lung-AdenoCA;PANCANCER;Panc-AdenoCA;Uterus-AdenoCA;Biliary-AdenoCA;Eso-AdenoCa
gc19_pc.cds::gencode::TNFRSF14::ENSG00000157873.13	TNFRSF14	ENSG00000157873.13	cds	both	LoF	Lymph-BNHL
gc19_pc.cds::gencode::PCBP1::ENSG00000169564.5	PCBP1	ENSG00000169564.5	cds	both	Act	ColoRect-AdenoCA
enhancers::chr6:152022800-152024800::NA::NA	NA	NA	enhancers	previous_unique	unknown	
gc19_pc.3utr::gencode::NOTCH1::ENSG00000148400.9	NOTCH1	ENSG00000148400.9	3utr	previous_unique	unknown	
gc19_pc.promCore::gencode::FOXA1::ENSG00000129514.4	FOXA1	ENSG00000129514.4	promoter	previous_unique	unknown	
enhancers::chr7:86865600-86866400::NA::NA	NA	NA	enhancers	discovery_unique	unknown	Eso-AdenoCa;PANCANCER
gc19_pc.3utr::gencode::FOXA1::ENSG00000129514.4	FOXA1	ENSG00000129514.4	3utr	discovery_unique	unknown	Prost-AdenoCA
